t,x,y,theta
33128.001,-0.0014216830497308037,-0.008560716797511253,0.020057934309721352
33128.011,0.0006995535368645501,-0.007827793599578855,0.021076991408121686
33128.021,0.003708352809333989,-0.004287777666492552,0.00317410130958291
33128.031,0.004715463776812959,-0.004341796205019718,-0.008321635536650312
33128.041,0.0047849824334310394,-0.006401604800424586,-0.011579389536729618
33128.051,0.004555877705094238,7.725013060488114e-05,-0.005413934618987039
33128.061,0.0038707961070013554,0.0015065917692207798,-0.007490505589770375
33128.071,0.0024785801957588095,0.0008535466918550083,-0.008583321697349421
33128.081,0.0001789289904221775,-0.0015101473418562762,-0.01328716496079008
33128.091,0.0042070993938253,0.0011033272321090042,-0.004058632233573518
33128.101,0.003856326758257803,0.0024330971301434294,0.006080274681168384
33128.111,0.005527934571843264,0.004065037977958879,0.015579328585164462
33128.121,0.007518081127691641,0.0017063126657740606,0.0015562502663290876
33128.131,0.007671842705836703,0.0020610989206951086,0.013578777971151689
33128.141,0.00846526422162891,0.0012439988860658588,0.004265214450874128
33128.151,0.00852818558840362,3.179899230035688e-05,0.005215207207307212
33128.161,0.00981983924485199,0.0014646553298696186,0.0002636552290061654
33128.171,0.010335361144134511,-0.0005406086898943406,-0.006718801683612538
33128.181,0.008262553711059245,-0.002119078728305749,0.00027277245536435485
33128.191,0.009330285450159508,-0.004728357859536474,-0.006211261288881278
33128.201,0.010027553242143196,-0.0024917300014488577,-0.01975181451412314
33128.211,0.01065563924234837,-0.00015218837451881932,-0.028387308743796885
33128.221,0.011754902051356212,0.0007822316183194158,-0.02498560990223663
33128.231,0.010081125809287803,0.003377503830592269,-0.016038162192457753
33128.241,0.008012953603483485,0.002737410030863828,0.006251861928060529
33128.251,0.007575701673300565,-0.0027091946676246134,0.008799262631422146
33128.261,0.0071917158261749796,-0.003939025566741925,0.01987089081471483
33128.271,0.007889971785922531,-0.001830299792311502,-0.0004392903899567459
33128.281,0.007620956270333384,-0.0013921568004741077,0.0012237811299078611
33128.291,0.006985508647561348,-0.0012592647847158086,-0.00026517894658992735
33128.301,0.004605613260757398,-0.005600795110257799,0.008474834247076929
33128.311,0.007658832850990031,-0.008293214357653681,0.020475891964662003
33128.321,0.005687602978895428,-0.009520326303915085,0.022599805511402685
33128.331,0.008915859767414488,-0.009988779940026034,0.01845844565578581
33128.341,0.009058768007713307,-0.010998332790855036,0.03339695818185107
33128.351,0.008808606376279005,-0.009934201552700432,0.025183607197224744
33128.361,0.009608165464681451,-0.011131052525263545,0.030813026124950064
33128.371,0.008514418146798396,-0.007892443873240649,0.03113215201548086
33128.381,0.009530800530549095,-0.00918437321055509,0.03191781522590357
33128.391,0.008873808403346438,-0.009635940413771731,0.0361954114456501
33128.401,0.009337582805465146,-0.01154234848946874,0.02773972199220695
33128.411,0.010138162322668398,-0.006916168043925109,0.03749211825690585
33128.421,0.006021553109519176,-0.0034119252959036064,0.04346302772930013
33128.431,0.005017558631432508,-0.005808830600927706,0.028260125864772542
33128.441,0.003020499505796838,-0.005946592877235219,0.033614746016011283
33128.451,0.002816439666110288,-0.004560291330585065,0.027733698834847227
33128.461,0.0026243309408252756,-0.0018800017237586624,0.03226356252685079
33128.471,0.0037860587129097774,-0.0021710124508670403,0.02858318523085611
33128.481,0.0055929735922450865,-0.002794784503247328,0.0464387392504885
33128.491,0.006486049652883967,-0.005889844691803691,0.05863403526528843
33128.501,0.006718934772971829,-0.008460524646449578,0.07022233964530745
33128.511,0.0038361546689310716,-0.012617612619350037,0.06994709902120687
33128.521,0.003890863583892023,-0.011356129750607645,0.06296990684861765
33128.531,0.005325432501094178,-0.011826336407917859,0.05921732681091032
33128.541,0.006168162833129861,-0.011011399159029052,0.06456063455586843
33128.551,0.0077095636293772855,-0.01670773698289458,0.062779545108412
33128.561,0.007523859732872927,-0.015474074600536533,0.052069204748727026
33128.571,0.006512522595466851,-0.012846686807745668,0.05856536015219038
33128.581,0.008157173625995835,-0.010507647891715786,0.0582872408401026
33128.591,0.007457541211966225,-0.013187105867261443,0.05597789453182141
33128.601,0.009219824235304827,-0.012802510034974868,0.0596702691224944
33128.611,0.008279501023493632,-0.011850443805665955,0.054222388256827646
33128.621,0.007409067210922654,-0.011080168667157856,0.05957999267825578
33128.631,0.005383154386012862,-0.010863777982603118,0.051543715286071067
33128.641,0.007879425429041544,-0.00908696681037411,0.049784263895881475
33128.651,0.005463466418174429,-0.008797694052146983,0.06456002926573491
33128.661,0.006508196093638019,-0.006344334120022742,0.06212973894735158
33128.671,0.006553982971275005,-0.008845961894164669,0.07266033066889108
33128.681,0.007822466774255963,-0.007701794380775997,0.04534848357242288
33128.691,0.006916605316200401,-0.008128024163525583,0.03349469442801178
33128.701,0.01091767248966031,-0.007856908109237195,0.045132316719578215
33128.711,0.00942606992373395,-0.00868055557766741,0.05157686585857305
33128.721,0.012426958951203953,-0.009473508224629333,0.05158343286663448
33128.731,0.014161849946912419,-0.008394330577895756,0.03161693172385184
33128.741,0.01398361074180649,-0.008643693784522052,0.032180066723232446
33128.751,0.015334183326503957,-0.007789590927349226,0.02284603406607176
33128.761,0.015382324610506924,-0.005621917503087518,0.021632743398053583
33128.771,0.014359001898033866,-0.006942560855462042,0.029685831580911926
33128.781,0.013861247070166293,-0.008245271761907647,0.04445712881400938
33128.791,0.00986006427214839,-0.007315924565107928,0.039957765670190624
33128.801,0.008240325666578764,-0.004664885633148628,0.024952802225764573
33128.811,0.00664362946399172,-0.005796931405653519,0.014283203155850955
33128.821,0.007429710540391828,-0.005297154227536822,0.014756563689600464
33128.831,0.008148400289297962,-0.00827109883540367,-6.476527683879456e-05
33128.841,0.008898111528284507,-0.013284056159912273,-0.0036244759865200933
33128.851,0.007440343045396521,-0.013827393011845025,-0.0005860871433474115
33128.861,0.007940293617708033,-0.013727720566072039,-0.008872326061270223
33128.871,0.006530476697750364,-0.013966196238468554,-0.011125271699793608
33128.881,0.007251815664991354,-0.011314916115135467,-0.0039514912742391285
33128.891,0.008551535228270188,-0.009882980808633821,-0.005261036644573373
33128.901,0.005896791744377159,-0.012178754535447273,-0.005107547766764949
33128.911,0.005770364347634248,-0.011964402320213095,-0.000710885312180571
33128.921,0.003178260416722706,-0.008262925562190528,0.0019471555708925636
33128.931,0.004377156971055013,-0.005248306405294723,-0.01205287938429271
33128.941,0.002827990159565174,-0.006124925198240351,-0.015106825250038342
33128.951,0.001312653896915708,-0.006833773210251247,-0.02906417048979173
33128.961,0.0034939466431656296,-0.0035195445303043736,-0.036722603733716566
33128.971,0.005774859676408528,-0.00544107260896977,-0.042834368477547305
33128.981,0.005923204156766996,-0.006756893088547193,-0.03373279205997479
33128.991,0.005936134536161004,-0.008727362704529772,-0.03356085386507767
33129.001,0.004361019892528823,-0.00842348910550869,-0.03340128730573621
33129.011,0.005905285129807979,-0.00484926605806414,-0.04133414388542107
33129.021,0.004885877650400671,-0.0053670256926055026,-0.04498132598873727
33129.031,0.004874467113391659,-0.0047313712161309645,-0.03851972568744801
33129.041,0.005249467468822019,-0.00637770260941127,-0.028815823851126784
33129.051,0.003614004869465711,-0.0061101424304339895,-0.02595270189579587
33129.061,0.0024320228562940485,-0.011260165688072692,-0.022599514844886173
33129.071,0.0013738060003467111,-0.00878971952767868,-0.023041594228093584
33129.081,0.00019046136429018467,-0.00731915981894572,-0.022663545999856087
33129.091,2.123334212454593e-05,-0.0057172719211862726,-0.020316022441939554
33129.101,0.00014343499127794266,-0.004855449438212498,-0.01805408895558221
33129.111,0.002144166631220104,-0.004751496305993638,-0.013524959982133024
33129.121,0.0018430849220324784,-0.004246789526941287,-0.020695664372040727
33129.131,0.001925717702152832,-0.005199096183668416,-0.010983083633990923
33129.141,-2.6797256339161114e-05,-0.0037885013392769977,-0.0228847995720676
33129.151,0.00016908112910778223,-0.0014073384853257125,-0.013904794480769435
33129.161,-0.00018027571967860594,-0.0038108330345129476,-0.014053389835296805
33129.171,-0.0014126287943423473,0.000277057487796638,-0.001222231884174401
33129.181,-0.0038117179523415217,5.888758588739755e-05,0.004395653204642691
33129.191,-0.0037864513851364055,0.0009444258268490472,0.0031640178399388653
33129.201,-0.0005676857805832986,-0.000363593581689993,0.004874483609000458
33129.211,-0.00017467440246484795,0.00239167671354188,0.009167587893883868
33129.221,-0.003037312143396618,0.0052984547173015265,-0.020375403201677945
33129.231,-0.0010982774715213512,0.004298505389394516,-0.026698440085013833
33129.241,0.001536556158723131,0.0072020394265356145,-0.029014527516430764
33129.251,0.004338348267085998,0.005988278983246772,-0.021559951709170896
33129.261,0.004498375735177007,0.0035054656480559693,-0.02457604066964074
33129.271,0.005458494149346536,0.0032423714768108867,-0.015443930051927676
33129.281,0.005725246762774391,0.003220477860613899,-0.014748464052255425
33129.291,0.003598285492205621,0.005525994270325791,-0.007474045037948152
33129.301,0.004174864950479695,0.006034708133475178,-0.004208359464961946
33129.311,0.003833113250840324,0.004398114229070889,-0.009014582447123876
33129.321,0.004740806152780248,0.004214009810291454,-0.023584196222575123
33129.331,0.0055254692408270726,0.0023286933004234077,-0.027038446004936625
33129.341,0.003889706941228363,-0.0008159643357073818,-0.02236187213949693
33129.351,0.004295568851774032,-0.0023262534026790866,-0.00993692106147233
33129.361,0.0026906485243324094,-0.0021968840745873316,-0.02361214059822151
33129.371,0.0035872510184677816,0.002014376195588403,-0.009845908941076507
33129.381,0.00201426726844868,-0.00016415739308213093,-0.0028685968274204067
33129.391,0.0010655892088949417,0.0027938502498347823,-0.02469934485228843
33129.401,-0.0012506593057113936,0.005117114888391607,-0.009739422155368748
33129.411,-0.004366253246003,0.0017638447175605332,-0.0006640520418109818
33129.421,-0.0036332038523904987,0.0038416485946390303,-0.002337348544155098
33129.431,-0.005116136141325534,0.00414223754615554,-0.00745730360560456
33129.441,-0.004662844928626759,0.003385724598183471,-0.012088696635696287
33129.451,-0.009571315595883485,0.0058969399110314295,-0.015388891424077348
33129.461,-0.011106612453613031,0.007931942579213216,-0.017044942142844414
33129.471,-0.01191891825936006,0.012379752192888114,-0.01620532399880388
33129.481,-0.010175217226782047,0.011571845250838984,-0.012161077040109512
33129.491,-0.010530942247185678,0.012914622498179283,-0.01872886156441932
33129.501,-0.012269681763241693,0.009699059032339124,-0.023738716432061432
33129.511,-0.012368912536380762,0.006649298484648204,-0.01572045413967049
33129.521,-0.013114694843420044,0.005345174550312848,-0.025285882406794483
33129.531,-0.01279361637758577,0.005604474789067489,-0.03342505807757985
33129.541,-0.012648179090678521,0.006654095441536744,-0.026413292486521814
33129.551,-0.01191850963407408,0.005593067914029007,-0.02343925012158197
33129.561,-0.011986183231920062,0.007818778262705883,-0.025367953072890873
33129.571,-0.01005513389986254,0.006619956471391593,-0.01836662903850752
33129.581,-0.01026296666130258,0.005146481073816518,-0.022022426474238806
33129.591,-0.009915389391678662,0.005338903808339375,-0.021070788080673353
33129.601,-0.008646649965951877,0.004267655168651707,-0.025377969716610948
33129.611,-0.007976841767287262,0.005446633796013704,-0.01894555862837551
33129.621,-0.005899822593120223,0.004405125299835491,-0.017887284527952085
33129.631,-0.0025846547224952303,0.007314919059650142,-0.0200286921042089
33129.641,-0.002600256682751705,0.008447164966985833,-0.027059104127076447
33129.651,-0.004324246141083681,0.008823227020542003,-0.03212354073219614
33129.661,-0.0038781173229179254,0.00823028333763416,-0.027150399500559166
33129.671,-0.003052584332916968,0.008063074634211229,-0.030353295310357808
33129.681,-0.005966635934141495,0.010035290455492583,-0.04334426628910719
33129.691,-0.0015932903700593467,0.011280880429204856,-0.051584510146474034
33129.701,-0.0012883236742479507,0.010947509072243906,-0.04164115572132862
33129.711,-0.003194152489210812,0.008355671507271189,-0.030816405201937125
33129.721,-0.002073355632593507,0.008587905460867514,-0.02982484535033529
33129.731,-0.0002572970121808278,0.008392839304065947,-0.02604130305571101
33129.741,0.0007988720544205735,0.007801424578401164,-0.017909873916687954
33129.751,0.00043267441122620454,0.005737996501561477,-0.013210362480928991
33129.761,-0.0013027513548310049,0.0018085909044244404,-0.012087973353238156
33129.771,-0.0017396748181898684,0.0010423988772977092,-0.024876203495893992
33129.781,-0.0022118351988026437,-0.0020519044540391585,-0.034392915026741
33129.791,-0.0016495285229016364,-0.0013128348197683137,-0.042802800527103696
33129.801,-0.0009747702591123635,0.0008226634977526325,-0.03824290216794232
33129.811,0.001070519758743359,0.0025417982234672903,-0.028083719698489218
33129.821,-0.001276585364773187,0.0025210829844738887,-0.02979259310177295
33129.831,0.0006596977090353034,0.0005748036496880803,-0.03916014222723993
33129.841,-0.0004569147513096795,0.003474982722398598,-0.043144729875727705
33129.851,-0.00042765697414926397,0.0007692713270690149,-0.050251138167984544
33129.861,0.0022572308710719197,-0.0022669121982956696,-0.03186792147534009
33129.871,0.0013970995114005137,-0.0028638949488327178,-0.03479719691499622
33129.881,0.0019067562415524804,-0.00041671023940671867,-0.03729952559658958
33129.891,0.0014081565474535743,-0.0017632943901079502,-0.030657918612394624
33129.901,0.00019740376812778303,-0.001422582486960324,-0.01379689975857229
33129.911,0.0003113588129614959,-0.0017091879519757452,-0.014193460089439423
33129.921,0.0009015411479380668,-0.0002944846814858439,-0.02934433856294446
33129.931,0.0018807709925514583,0.003331324495561396,-0.01538730126879414
33129.941,-0.00031288334418770147,-0.0002748494973725565,-0.03061246826457842
33129.951,-0.0003093475752720467,8.738364960493816e-05,-0.03535174254475272
33129.961,0.003014568427498591,-0.0017372074575295199,-0.039628456138666425
33129.971,0.005374581715097256,0.0009524177757400277,-0.024746572942192884
33129.981,0.0029482854646441553,0.0015740587639443595,-0.022151981044289414
33129.991,0.0009086198037211364,-0.0017303471294540442,-0.013181606598545097
33130.001,0.0005783130320044798,-0.0024633314845436925,-0.014652683347764348
33130.011,-0.0005205009357703275,-0.0026526619432113508,-0.022513941733259178
33130.021,-0.003896294653865863,-0.002681178387444058,-0.03744083346965264
33130.031,-0.0015411023076651238,-0.0014358051126512079,-0.050011666797747496
33130.041,-0.004186913148879909,0.0048739260144565755,-0.03817865678357561
33130.051,-0.003460641158328664,0.004572591301818791,-0.020448374593991965
33130.061,-0.006155871231392452,0.0013547118370622275,-0.014309448996236603
33130.071,-0.003009812515225738,0.0010756437474526278,-0.02382518496516254
33130.081,-0.0038355614816702123,-0.0017059634387626196,-0.022802295012498343
33130.091,-0.0034877482923222156,-0.0031926653152035407,-0.011418579168449952
33130.101,-0.001966121688293858,-0.0008367311480236691,-0.021508016731282366
33130.111,-0.0034597752279892416,0.0022732505855944784,-0.017779247351174622
33130.121,-0.003039006297096789,0.00109893190056689,-0.02093828077251611
33130.131,-0.0026018941996097007,0.0010290784992449513,-0.016881247522467932
33130.141,-0.0002535911815261249,-0.0008908776306083728,-0.016302395259311462
33130.151,-0.0008121125893642023,0.003556586541617014,-0.02441483797976308
33130.161,2.502432033533444e-06,0.004652738909137279,-0.027192581999126286
33130.171,0.0001541837115333637,0.003856315175017162,-0.03821723011785953
33130.181,0.0008217342698515925,0.006105848650882914,-0.04845921941207135
33130.191,-0.0009203972047380453,0.010717791021292947,-0.056340023168247884
33130.201,0.0005488151202946149,0.012297602948191162,-0.04747888013733613
33130.211,-0.0007738525211945412,0.012809641691884865,-0.05248559477082448
33130.221,0.00013370341680940838,0.011074529447970778,-0.05222217034391073
33130.231,-0.002330725124525983,0.007834098197864979,-0.05413782156299724
33130.241,-0.00047715919434662365,0.007299752447869075,-0.06222240980067321
33130.251,-0.003513099043706938,0.0089499243139426,-0.056086730867785116
33130.261,-0.0041540742592122565,0.009278172610110042,-0.0561509839653589
33130.271,-0.006120514525566027,0.011624675953239355,-0.05626540471888554
33130.281,-0.005549844872799821,0.012517573067726457,-0.05055127884492224
33130.291,-0.0048169459558242474,0.013729116835754947,-0.04774439721425912
33130.301,-0.006317948948049671,0.011424836759702368,-0.04136683413694056
33130.311,-0.0054554199642086075,0.01319050316608369,-0.04708982473311952
33130.321,-0.003915031066757557,0.013541128243556936,-0.03625249989825408
33130.331,-0.0024805803752460495,0.013264918781535972,-0.03344515361611811
33130.341,-0.002880519958439016,0.013839085808580528,-0.0468273369042258
33130.351,-0.004261789662310389,0.013895272608857876,-0.05334312896587722
33130.361,-0.002567806832384488,0.013500613026641252,-0.046740338279350764
33130.371,-0.0032609762068088587,0.012669917581517842,-0.05030523142570571
33130.381,-0.0020392691791375293,0.010463020661741547,-0.05710619496151155
33130.391,-0.003962225676072498,0.008855894728839485,-0.05164141544395944
33130.401,-0.0020243827718150345,0.011947223900133617,-0.05980705282815487
33130.411,0.00040321971091147706,0.014292041126357517,-0.04723450364568749
33130.421,0.00026710891570495826,0.014891577863655902,-0.04348879702056409
33130.431,0.0001157234540211974,0.011774424808771104,-0.028799825783091048
33130.441,-0.000384845809304924,0.01263702899107733,-0.03132964236822284
33130.451,0.00011118040629991033,0.013299997840725017,-0.027784846830385804
33130.461,0.0019091340043497795,0.013095912554023518,-0.02412742950699059
33130.471,0.0020323509376941364,0.013004262358939717,-0.02262262901082687
33130.481,0.003770530351974506,0.013649179350361418,-0.011106839753294696
33130.491,0.0008950018024933889,0.011677774305241192,-0.0043405570549269095
33130.501,0.00275512548662258,0.00778222007433293,0.0005477857054073968
33130.511,0.0059547121195339826,0.01060536572257649,0.0024933460728444184
33130.521,0.005795512238765245,0.010156624588330289,0.004147791019851712
33130.531,0.00863287891398139,0.010527855108409733,0.006828007413559617
33130.541,0.008926669508065662,0.011246066327616924,0.008333820709129866
33130.551,0.008395922210810317,0.010127267942636986,0.014428815009139957
33130.561,0.008369445573953882,0.008797492367626333,0.0035246751690502388
33130.571,0.008371785762856352,0.0069132126441042805,0.007122705979896071
33130.581,0.007383712833549126,0.0067742740099543675,0.010501823924232153
33130.591,0.008403544009406046,0.004891632134663801,-0.008774946556458486
33130.601,0.008417415907379966,0.006132639132247305,-0.015127707963362557
33130.611,0.009942350251742664,0.007485765925868639,-0.008949519013954783
33130.621,0.013328209742324126,0.0062700683182849186,-0.018166791664644768
33130.631,0.015555576130174437,0.0035498386841803726,-0.013262777852910383
33130.641,0.01650847094866183,0.0028804407476709635,-0.019758919477868467
33130.651,0.021989965062278013,0.0033230788190230904,-0.02209127526796873
33130.661,0.024538023364568354,0.0030457590701822206,-0.017275697035755894
33130.671,0.025479857856354413,0.0035672346878209025,-0.027867168498458182
33130.681,0.024228553584420116,0.003939036594392039,-0.022133355320166255
33130.691,0.022722471299625856,0.0025345470176438723,-0.013701258575519716
33130.701,0.022351203316417986,0.0072325065827066005,-0.0070817071245811046
33130.711,0.021489855338158986,0.009149747643089238,-0.00528222748303094
33130.721,0.023204654722563944,0.010230690453960653,-0.005105259965002586
33130.731,0.02260224380445053,0.010134188791416419,-0.0003990027132922498
33130.741,0.02093286184245201,0.009612357850809486,-0.007988072258256665
33130.751,0.022229078127495396,0.010250933978576628,-0.015523619168165952
33130.761,0.020636409131825566,0.010582393987352712,-0.01982383315522861
33130.771,0.020533845602104712,0.012141802474306868,-0.00725106935581404
33130.781,0.018578606821949062,0.013008778159924763,-0.004834426811798488
33130.791,0.019637026862269685,0.011404716717847919,0.003227972861509154
33130.801,0.019407054089884447,0.013461313365741951,0.010866207209784911
33130.811,0.019656750708553054,0.016096578061377577,0.017456707826620205
33130.821,0.019282911623085916,0.016912952660996208,0.014499106478482623
33130.831,0.018674605868438356,0.012872588898215449,0.02869615865276636
33130.841,0.017939372982958342,0.010863701270443608,0.026598999083450554
33130.851,0.017568500092222265,0.011582009513002122,0.011132135774602208
33130.861,0.013986496410801708,0.010314049237349654,0.012345656516816949
33130.871,0.015825744276779304,0.011705286017034522,0.01746079992649169
33130.881,0.01875675812829356,0.012800101003394085,0.02084018446978961
33130.891,0.016762181537354853,0.014807793836162137,0.01924353587006536
33130.901,0.02010177816084823,0.015474468923992351,0.02365835774078945
33130.911,0.02121378139716269,0.016969876086246356,0.019015461738584576
33130.921,0.022701840402025487,0.017399802816475855,0.022036691257113324
33130.931,0.022426148336247034,0.017623660588569477,0.010044229978322808
33130.941,0.023938407171082893,0.016213210973035193,0.0004050532808391339
33130.951,0.024262888720632658,0.014523304039572063,0.0022273088306816236
33130.961,0.023232059053581788,0.01867149748842805,0.006454733909388721
33130.971,0.025862199690025976,0.01804151940326625,-0.000683501416876924
33130.981,0.028117234668514495,0.014817718853603,0.012173448988569133
33130.991,0.03007603915946777,0.018106387057125622,0.017387729832755217
33131.001,0.03352930050925136,0.01890550453635122,-0.005835206575744819
33131.011,0.03212716943012493,0.017059702687406256,-0.0033175278494015853
33131.021,0.03404856804343754,0.014262186193076008,-0.008371370716132361
33131.031,0.031607104679065155,0.011948624456696243,-0.004976123363677063
33131.041,0.034212274560725925,0.011346828187216402,-0.010863539468003395
33131.051,0.03524376943156226,0.014145538507437917,-0.004354857383025714
33131.061,0.034815415600430645,0.015015094988814067,-0.006102330905795667
33131.071,0.03731733228319984,0.015880282435482767,-0.0070266616709862085
33131.081,0.0401187724243853,0.019403958562578587,0.0019249373031556384
33131.091,0.04250639217517206,0.02119180256496455,0.0031620736559882616
33131.101,0.04487680473109369,0.019299568293192574,0.008771035111846463
33131.111,0.04737759874139908,0.019636881061801406,0.01651303709041691
33131.121,0.04647494728627639,0.018916901872453533,0.024440598267346562
33131.131,0.04948293389251606,0.015292411467587846,0.02608965136396632
33131.141,0.05328179667424193,0.012254230639793754,0.023990983670883148
33131.151,0.05219668095406364,0.01425244443715607,0.009322606312233419
33131.161,0.056807334926900016,0.015083049795677385,0.01469436272426538
33131.171,0.0595236243476914,0.017040820659177537,0.013899799987506506
33131.181,0.06119041533667024,0.02063049391282426,0.007401837796549672
33131.191,0.06308287866299138,0.023800452360804237,0.005043546425554272
33131.201,0.06376444700589341,0.0247913922809807,-0.0019369760660988425
33131.211,0.06779843327660402,0.02690867949917521,-8.94308853206544e-05
33131.221,0.07039000397194699,0.026516502588285983,-0.004002852672530176
33131.231,0.06986557786563573,0.028841500332959204,-0.0010055417963846847
33131.241,0.07403470946447094,0.02966335944164993,0.0006751062358624372
33131.251,0.07664174470623884,0.03306997248899222,0.007089784062369456
33131.261,0.07758116297552342,0.028737668674415802,0.0064502527188406
33131.271,0.07887174841843497,0.028950172160122425,0.00854876575422001
33131.281,0.07906318025004636,0.031220794084161806,0.006424581509758502
33131.291,0.08073154207460852,0.030040270251773415,-0.0114079984337844
33131.301,0.0820814917149034,0.028890337612547,-0.01436541131984502
33131.311,0.08345139681575998,0.027498880191422784,-0.014901192495365593
33131.321,0.08442186969002223,0.027690431541251413,-0.004422510861722037
33131.331,0.08697617743455203,0.027297046837258112,-0.003034806524790659
33131.341,0.08782853940507226,0.024418898957792978,-0.00789376095102232
33131.351,0.09161254189732926,0.02382067847233568,-0.0050582113868992504
33131.361,0.09272404970035915,0.025415365241405113,-0.011936900029183718
33131.371,0.09253144621531052,0.026844213930706743,-0.011093504967402674
33131.381,0.09476342516516538,0.02808184393136271,-0.015200138488520497
33131.391,0.09585492558032405,0.023871465812141744,-0.031082218806714225
33131.401,0.09912626710729032,0.024420057511033065,-0.02104531355412421
33131.411,0.10084209993597955,0.024240582060616488,-0.032801614796139
33131.421,0.10403444734089375,0.024639809429044143,-0.03645948731390678
33131.431,0.10614000206205763,0.02033104525199905,-0.035848776130219945
33131.441,0.10758134487624135,0.018537254188811764,-0.04911925674653477
33131.451,0.11122317290223449,0.0204765846987745,-0.03167952303700197
33131.461,0.11174937424894862,0.022965993108191234,-0.019395891427502802
33131.471,0.11254487168106887,0.020958943511381143,-0.017885498900828866
33131.481,0.11936497556186489,0.019126376270319267,-0.026702105073930282
33131.491,0.12159058217111543,0.018247858235210093,-0.020026961276443725
33131.501,0.12405744017938257,0.015340859709275656,-0.009567326121825051
33131.511,0.12423719299199591,0.013071035305745137,0.005622276161308672
33131.521,0.12705569830115412,0.013254366465071303,0.00448052882509997
33131.531,0.12988070621980555,0.015857829880119537,0.011010025033360477
33131.541,0.13039391442643464,0.013890111542920226,0.009378135778699677
33131.551,0.1326891251792189,0.018952710984597478,0.020257058056889536
33131.561,0.13525076760425853,0.01736463635596413,0.024626788121440465
33131.571,0.13884049229930742,0.015061685198964994,0.03002652101814656
33131.581,0.14344587541948928,0.013523561681235764,0.027331127734254737
33131.591,0.14216642522136147,0.011970775417679502,0.03216360011650385
33131.601,0.14372893335555117,0.01211008139559016,0.026390590679557124
33131.611,0.14474283274230165,0.009117513171141206,0.02662433426498684
33131.621,0.14604286222141488,0.006053340417589554,0.03215465774209595
33131.631,0.1467256817147468,0.00621772193461135,0.04425241874265127
